"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","second choice","Informatics Engineering","daytime","Higher education - degree",150,"Portuguese",150,"no","no","no",NA,"no",5,0,5,0,13.9,"Dropout"
"single","second choice","Basic Education","daytime","Secondary education",130,"Portuguese",NA,"no","no","no","female","no",7,NA,7,7,11.1,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",120,"Portuguese",105.9,NA,"no","no","female","no",3,3,3,NA,11.1,"Enrolled"
"single","second choice","Veterinary Nursing","daytime",NA,138,"Portuguese",132.1,"yes","no","no","female","no",5,4,NA,4,10.8,"Graduate"
"single","fifth choice","Social Service","daytime",NA,127,"Portuguese",127.4,"yes","no","no","female","no",6,6,6,6,7.6,"Graduate"
"single","fifth choice",NA,NA,"Secondary education",140,"Portuguese",129.5,"yes","no","no","female","no",8,7,8,7,10.8,"Graduate"
"single","second choice","Social Service","daytime","Technological specialization course",130,"Portuguese",126.7,"no","no","yes","female","no",6,6,6,6,13.9,"Graduate"
"single","third choice","Social Service","daytime","Secondary education",128,"Portuguese",NA,"no","no","no","female","yes",6,5,6,4,16.2,"Graduate"
"single",NA,NA,"daytime","Secondary education",132,"Portuguese",119.1,"yes","no","no","female","no",6,4,6,4,7.6,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",149,"Portuguese",126.5,"yes","no","no",NA,"no",8,7,8,NA,12.7,"Graduate"
"single","fifth choice","Journalism and Communication","daytime","Secondary education",155,"Portuguese",149.8,NA,"no","no","female","yes",NA,6,NA,6,16.2,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",115.1,"yes","no","no",NA,"no",6,6,6,NA,13.9,"Graduate"
"single","second choice","Tourism",NA,NA,133.1,"Portuguese",124.5,"no","no","no","female","yes",6,6,6,5,16.2,"Dropout"
"single",NA,"Nursing","daytime","Secondary education",131,"Portuguese",128.3,"yes","no","no",NA,"yes",8,7,8,7,12.7,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",149,NA,136,"no","no",NA,"female","yes",7,6,7,6,7.6,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",140,"Portuguese",140,"yes","no",NA,"female","yes",6,6,6,6,NA,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",133.1,"Portuguese",NA,"no","no","no","female","yes",5,0,5,0,16.2,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",122,"Portuguese",126.9,"no","no","no","female","no",6,6,6,6,7.6,"Graduate"
"single","second choice","Oral Hygiene","daytime","Higher education - degree (1st cycle)",130,"Portuguese",145,"no","no","no","female",NA,7,6,8,NA,15.5,"Enrolled"
"single","second choice","Management","daytime","Secondary education",NA,"Portuguese",NA,"yes",NA,"no","female","yes",5,5,5,5,12.4,"Graduate"
"single",NA,"Social Service (evening attendance)",NA,"Secondary education",120,"Portuguese",100,"yes","no","no","female","no",6,NA,6,NA,9.4,"Dropout"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",133.1,"Portuguese",102.5,"no","no","no","female","yes",NA,1,6,0,8.9,"Dropout"
"single","second choice","Veterinary Nursing","daytime","Secondary education",121,"Portuguese",NA,"no",NA,"no","female","no",5,0,5,NA,7.6,"Dropout"
"single","second choice","Management","daytime","Secondary education",133,"Portuguese",147,"no","no","no","female","yes",5,4,5,NA,NA,"Graduate"
"married","fifth choice","Basic Education","daytime","Secondary education",134,"Portuguese",122.5,"no","yes","no","female","yes",6,6,6,6,10.8,"Graduate"
"single","fourth choice","Tourism","daytime","Secondary education",NA,"Portuguese",117.5,"yes","no","no","female","no",6,4,6,2,9.4,"Dropout"
NA,"second choice","Nursing","daytime","Secondary education",NA,"Portuguese",150,"no","no","no","female","yes",7,5,8,7,11.1,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",135,"Portuguese",127.5,"yes","no","no","female","yes",7,6,8,7,16.2,"Graduate"
"married","second choice","Management (evening attendance)","evening","Higher education - master (2nd cycle)",140,"Portuguese",NA,"no","no","no","female","no",6,6,5,5,11.1,"Graduate"
"married","second choice",NA,"daytime","Higher education - degree",130,"Portuguese",130,"no","no","no","female","no",5,5,NA,5,12.4,"Graduate"
"single",NA,NA,"daytime","Secondary education",135,"Portuguese",133.3,"no","no","no","female","yes",6,6,6,6,11.1,"Graduate"
"single",NA,NA,"daytime","Secondary education",140,"Portuguese",97,"yes","no",NA,"female","no",5,NA,NA,0,7.6,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",120,"Portuguese",NA,NA,"no","no","female","yes",8,7,NA,7,NA,"Graduate"
"single","third choice","Tourism","daytime","Secondary education",140,"Portuguese",123.6,"yes","no",NA,"female","no",6,6,6,3,12.7,"Graduate"
"single","second choice","Tourism",NA,"Higher education - degree",133.1,"Portuguese",130.5,"no","no","no","female","no",6,0,NA,0,15.5,"Dropout"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",133.3,"no",NA,"no","female","no",5,5,NA,5,9.4,"Graduate"
"single","second choice","Tourism","daytime",NA,123,"Portuguese",132.1,"no",NA,"no","female","yes",6,5,6,5,15.5,"Graduate"
"single","second choice","Management","daytime","Secondary education",133.1,"Portuguese",100,"no","no",NA,"female","no",5,3,5,1,16.2,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",154,"Portuguese",140.4,"no","no","no","female","yes",6,5,6,6,10.8,"Graduate"
"single","second choice","Basic Education",NA,"Secondary education",148,NA,141.7,"no","no","no","female","yes",6,5,6,6,9.4,"Graduate"
"single","third choice","Social Service","daytime","Secondary education",NA,NA,119.7,"no","yes","no","female","yes",6,6,6,6,15.5,"Graduate"
"single","second choice","Equinculture",NA,"Secondary education",126,"Portuguese",122.5,NA,"no","no","female","no",5,4,5,4,9.4,"Dropout"
"single",NA,"Veterinary Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",140,"no","no","yes","female","no",6,3,6,3,16.2,"Dropout"
"single","fourth choice","Nursing","daytime","Secondary education",125,NA,119.4,"yes",NA,NA,"female","no",7,6,NA,NA,12.4,"Enrolled"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",145,"Portuguese",155,NA,"no","no",NA,"no",17,11,13,9,12.4,"Enrolled"
"single","third choice","Management","daytime","Secondary education",NA,"Portuguese",119.1,"yes","no","no","female","yes",5,5,5,5,12.4,"Graduate"
NA,"second choice",NA,"daytime","Secondary education",120,"Portuguese",122.7,"no","no",NA,"female","no",5,0,5,0,10.8,"Dropout"
"single","second choice","Management","daytime",NA,127,"Portuguese",117.9,"no","no","no","female","yes",10,9,10,10,NA,"Graduate"
"single","second choice","Nursing","daytime","Higher education - degree",130,"Portuguese",130,NA,"no","no",NA,"no",8,NA,8,8,9.4,"Graduate"
NA,"fourth choice","Nursing","daytime","Secondary education",129,"Portuguese",120,"yes","no","no","female","yes",8,7,8,7,10.8,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",130,"Portuguese",130,"no","no","yes","female","no",6,3,6,3,13.9,"Dropout"
"single","fourth choice","Tourism","daytime","Secondary education",121,"Portuguese",116.8,"yes","no","no","female","no",6,NA,6,4,11.1,"Graduate"
"single",NA,"Advertising and Marketing Management","daytime","Secondary education",136,"Portuguese",123.4,NA,"no","no","female","yes",6,6,6,5,11.1,"Graduate"
"single",NA,NA,NA,"Secondary education",125,"Portuguese",125.4,NA,NA,"no","female","no",6,5,6,5,9.4,"Enrolled"
"single","fourth choice","Journalism and Communication",NA,"Secondary education",131,"Portuguese",NA,"yes","no","no","female","yes",6,6,6,6,8.9,"Dropout"
"single","second choice","Veterinary Nursing","daytime","Secondary education",NA,"Portuguese",103.4,"no","no","no","female","no",5,5,5,5,NA,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",127,NA,123.2,"yes","no",NA,"female","no",6,1,6,0,9.4,"Enrolled"
"single","second choice","Management","daytime","Secondary education",136,"Portuguese",124.1,"no","no","no","female","no",5,5,NA,5,8.9,"Graduate"
"married","second choice","Oral Hygiene","daytime",NA,133.1,"Portuguese",99.5,"yes","no","yes","female","yes",7,1,7,0,8.9,"Dropout"
NA,"second choice","Management (evening attendance)","evening","Higher education - degree (1st cycle)",127,"Portuguese",124.9,"no","no","no","female","no",5,5,5,5,16.2,"Graduate"
"single","fourth choice","Communication Design","daytime","Secondary education",116,"Portuguese",110.8,"no","no","no","female","no",6,6,6,6,7.6,"Enrolled"
"single","second choice","Social Service","daytime","Secondary education",121,"Portuguese",118.9,"yes","no","no","female","yes",6,5,6,5,12.4,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",124,"Portuguese",118.8,"yes","no","yes","female","no",10,6,7,NA,16.2,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",131,"Portuguese",137,"no","no","no","female","yes",NA,6,6,5,15.5,"Graduate"
"single","second choice","Social Service (evening attendance)","evening",NA,100,"Portuguese",100,"no",NA,"no","female","no",6,0,6,0,12.7,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",130,"Portuguese",120,"no","no",NA,"female","no",12,8,12,6,7.6,"Dropout"
"single","second choice",NA,"daytime","Secondary education",135,"Portuguese",122.8,"no","no","no","female","no",6,6,6,6,10.8,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",130,"Portuguese",121.6,"no","no","no","female","no",6,6,6,6,12.4,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",146,"Portuguese",149.2,"yes","no",NA,"female","no",6,4,6,3,9.4,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",146,"Portuguese",140,"yes","no","no","female","no",8,7,8,7,12.7,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",154,"Portuguese",133.4,"yes","no","no","female",NA,6,5,6,5,12.7,"Graduate"
"single",NA,"Communication Design","daytime","Secondary education",NA,"Portuguese",126.2,"yes","no","no","female","yes",6,6,6,6,10.8,"Graduate"
NA,NA,"Nursing","daytime","Secondary education",151,"Portuguese",127.8,"no","no","no",NA,NA,8,7,8,NA,12.7,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",NA,NA,"no","no","female","yes",6,6,6,5,13.9,"Graduate"
"single","third choice",NA,"daytime","Secondary education",121,"Portuguese",113.7,"yes","no","no","female","no",5,2,5,1,7.6,"Dropout"
"single","second choice",NA,NA,"Secondary education",122,"Portuguese",117.8,"yes","no","no","female","no",NA,5,5,5,13.9,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",143,"Portuguese",136.7,"no","no","no",NA,"no",7,NA,8,8,11.1,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",152,"Portuguese",144.7,"no","no","no",NA,"no",6,6,6,6,16.2,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",NA,"Portuguese",139.8,"yes","no","no","female","no",7,7,8,8,13.9,"Graduate"
NA,"second choice","Basic Education","daytime","Secondary education",120,"Portuguese",113.7,"no","no","no","female","no",6,5,6,3,12.7,"Dropout"
"married","second choice","Equinculture","daytime","Higher education - degree",140,NA,140,"no","no","yes","female","no",9,7,NA,5,7.6,"Dropout"
"single",NA,"Nursing","daytime","Secondary education",143,"Portuguese",142.3,"no","no","no","female","yes",7,7,8,NA,12.4,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",129,"Portuguese",119.6,"yes","no","no","female","yes",7,7,8,7,15.5,"Graduate"
NA,"third choice",NA,NA,"Secondary education",139,"Portuguese",123.7,"yes","no","no","female","yes",5,NA,5,4,16.2,"Graduate"
NA,"second choice","Social Service (evening attendance)","evening","Secondary education",133.1,"Portuguese",143,"yes","no","no","female","yes",6,5,6,6,16.2,"Graduate"
"married","second choice","Management (evening attendance)","evening","Secondary education",NA,"Portuguese",100.1,"no","no","no","female","no",5,5,5,NA,8.9,"Graduate"
"single","second choice","Communication Design",NA,"Secondary education",126,"Portuguese",119.4,"no","no","no","female","yes",NA,5,6,6,16.2,"Graduate"
"single","second choice","Social Service (evening attendance)","evening",NA,128,"Portuguese",122.1,"no","no",NA,"female","no",6,5,6,6,7.6,"Graduate"
"married","second choice","Journalism and Communication","daytime","Other - 11th year of schooling",100,"Portuguese",100,"no","no","no",NA,"no",6,6,NA,6,7.6,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",123,"Portuguese",113.9,"no","no","no",NA,"no",6,6,6,6,15.5,"Enrolled"
"single","second choice",NA,"evening","10th year of schooling - not completed",170,"Portuguese",101,"no","no","no",NA,"no",6,NA,6,4,7.6,"Graduate"
"single","third choice","Social Service (evening attendance)","evening","Secondary education",117,"Portuguese",111.8,"yes","no","no","female","yes",6,6,6,6,10.8,"Graduate"
"single",NA,NA,NA,NA,140,"Portuguese",140,"yes","no","no","female","no",8,8,8,8,9.4,"Graduate"
"single","fifth choice","Veterinary Nursing","daytime","Secondary education",NA,"Portuguese",124.4,"yes","no","no","female","no",6,6,6,6,15.5,"Graduate"
"single","second choice","Agronomy",NA,"Technological specialization course",150,"Portuguese",150,"no","no","yes","female","yes",NA,6,NA,6,13.9,"Graduate"
NA,"second choice","Agronomy","daytime",NA,140,"Portuguese",140,"no","no","no","female",NA,6,6,6,5,12.4,"Enrolled"
NA,"fifth choice","Social Service","daytime","Secondary education",123,"Portuguese",116,"yes","no","no",NA,NA,6,NA,6,6,8.9,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",130,"Portuguese",135.6,"yes","no","no","female","yes",6,5,6,2,8.9,"Dropout"
"married","second choice","Nursing","daytime","Secondary education",137,"Portuguese",121,"no",NA,"no","female","yes",8,7,8,NA,10.8,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",126,"Portuguese",118.7,"yes",NA,NA,"female","yes",6,6,6,6,12.4,"Graduate"
NA,"second choice","Social Service","daytime",NA,125,"Portuguese",125.7,"yes","no",NA,"female","no",6,6,6,6,12.4,"Graduate"
"single","fifth choice","Oral Hygiene","daytime",NA,112,"Portuguese",107.1,"yes","no","no","female","no",NA,7,8,8,12.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",141,"Portuguese",125.5,"no","no","no","female","no",8,8,8,8,NA,"Graduate"
"single",NA,"Advertising and Marketing Management","daytime","Secondary education",135,"Portuguese",127,"yes","no","no","female","no",6,6,6,6,11.1,"Graduate"
"single","third choice","Veterinary Nursing",NA,NA,117,"Portuguese",113.5,"yes","no","no","female","yes",5,NA,5,5,NA,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",160,NA,154.4,"no","no",NA,"female","yes",7,7,8,8,15.5,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",136,"Portuguese",122,"no","no","yes","female","no",NA,NA,NA,4,9.4,"Dropout"
"single","third choice","Social Service","daytime","Secondary education",143,"Portuguese",128,"yes",NA,"no","female","no",6,0,6,0,9.4,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",119,"Portuguese",115.5,"yes","no","no","female",NA,6,4,6,4,10.8,"Enrolled"
